Alsatian	POS	French	German	BabelNetId	Cosine
Scholla [ACPA]	N	carrelet	Scholle	bn:00062746n	1.00
Ärmel [ACPA]	N	manche	Ärmel	bn:00005707n	1.00
Trànd [ACPA]	N	tendance	Trend	bn:00076496n	1.00
Àmpär [ACPA]	N	ampère	Ampère;Ampere	bn:00000145n	1.00
Menderhait [ACPA]	N	minorité	Minderheit;Minderheiten	bn:00031724n	0.87
Schàhmgfühl [ACPA]	N	honte	Schamgefühl	bn:00027566n	0.47
Stola [ACPA]	N	étole	Stola	bn:00074398n	1.00
Skilift [ACPA]	N	remonte-pente	Ski-Lift;Skilift;Ski-Lifte	bn:00211083n	0.76
Màriner [ACPA]	N	marin	Marino;Marini	bn:00040382n	1.00
Bohrer [ACPA]	N	fraise	Bur	bn:00013929n	0.82
Gwarkschàft [ACPA]	N	syndicat	Gewerkschaft;Gewerkschaften;Gewerkschafter	bn:00013379n	1.00
Sàch [ACPA]	N	chose	Sache	bn:00076918n	1.00
Begàttung [ACPA]	N	copulation	Begattung	bn:00016124n	0.82
Ewerschterzung [ACPA]	N	précipitation	Überstürzung	bn:00000415n	1.00
Schtàdtmüra [ACPA]	N	muraille	Stadtmauer	bn:00596351n	0.82
Versehnung [ACPA]	N	conciliation	Versöhnung	bn:00021579n	1.00
Dàmpf [ACPA]	N	vapeur	Dämpfe;Dampfer;Dampf;Dämpfen	bn:00079571n	0.77
falle [OLCA68]	V	tomber	fallen	bn:00087364v	1.00
Däcka [ACPA]	N	plafond	Decken;Decke	bn:00016974n	1.00
Dienschdàà [OLCA67;WKT]	N	mardi	Dienstag	bn:00078546n	0.82
àbkiehle [OLCA67;OLCA68]	V	refroidir	abkühlen	bn:00084893v	1.00
Rumpf [ACPA]	N	fuselage	Rumpf	bn:00036922n	1.00
Filter [ACPA;OLCA67;OLCA68]	N	filtre	Filter	bn:01240237n	1.00
Schlussverkàuif [ACPA]	N	soldes	Schlussverkauf	bn:03955060n	1.00
Schitterhüffa [ACPA]	N	bûcher	Scheiterhaufen	bn:00014026n	1.00
Sàlzsira [ACPA]	N	acide chlorhydrique	Salzsäure	bn:00018608n	1.00
Reeder [ACPA]	N	armateur	Reeder;Reederei	bn:00071119n	1.00
Equator [ACPA]	N	équateur	Äquator	bn:00031294n	1.00
Bollwark [ACPA]	N	bastion	Bollwerk	bn:00013848n	0.71
äntschaidend [ACPA]	A	crucial	entscheidende	bn:00100716a	1.00
Freundlischkait [ACPA]	N	affabilité	Freundlichkeit	bn:00001733n	0.58
Gebarmüatter [ACPA]	N	utérus	Gebärmutter	bn:00079392n	0.82
Schnàlla [ACPA]	N	boucle	Schnalle	bn:00013600n	1.00
Sira [ACPA]	N	acide	Säuren;Säure;Sauer;Sauren	bn:00000902n	1.00
Àrmvoll [ACPA]	N	brassée	Arm Voll	bn:00005747n	1.00
Nejjohr [WKT]	N	jour de l'an	Neujahr	bn:00057511n	0.71
Ùfstosse [OLCA67;OLCA68]	N	régurgitation	Aufstoßen	bn:00066945n	0.71
Geischtlisch [ACPA]	N	ecclésiastique	Geistlicher;Geistlichen;Geistliche	bn:00019026n	0.71
Fengernàgel [ACPA]	N	ongle	Fingernägel;Fingernagel	bn:00056727n	0.87
Kumission [ACPA]	N	commission	Kommission	bn:00021015n	0.71
Làmmälla [ACPA]	N	lamelle	Lamelle	bn:00072065n	1.00
Geier [WKT]	N	vautour	Geier	bn:00080287n	1.00
Schpetzel [ACPA]	N	mouchard	Spitzel	bn:00015163n	1.00
Schicklischkeit [ACPA]	N	décence	Schicklichkeit	bn:00025688n	0.63
Wààr [ACPA]	N	marchandise	Ware;Waren	bn:00254490n	0.82
Unänlischkeit [ACPA]	N	dissemblance	Unähnlichkeit	bn:00027723n	1.00
kolosààl [ACPA]	A	colossal	kolossal	bn:00100042a	0.53
Hentertail [ACPA]	N	postérieur	Hinterteil	bn:00005913n	0.38
Lüpina [ACPA]	N	lupin	Lupine;Lupinen	bn:00038538n	1.00
Schtäppa [ACPA]	N	steppe	Steppen;Steppe	bn:00074208n	1.00
Rittpaitscha [ACPA]	N	cravache	Reitpeitsche	bn:00044877n	1.00
bezahla [WKT]	V	payer	bezahlen	bn:00091493v	0.82
Mumps [OLCA67;OLCA68]	N	oreillons	Mumps	bn:00031156n	1.00
Risiko [ACPA;OLCA67;OLCA68]	N	risque	Risiken;Risiko	bn:00030747n	0.71
Àsiàt [ACPA]	N	asiatique	Asiat;Asiate	bn:00006329n	1.00
Xylofon [WKT]	N	xylophone	Xylophon;Xylophone;Xylofon	bn:00053421n	1.00
Harschtällung [ACPA]	N	production	Herstellung	bn:00030738n	0.71
Kugla [ACPA]	N	boule	Kugel	bn:00024317n	1.00
Befahl [ACPA]	N	ordre	Befehl	bn:00059306n	0.71
Salbschtmord [ACPA]	N	suicide	Selbstmord;Selbstmorde;Selbstmörder	bn:00070332n	1.00
Heenerhütt [ACPA]	N	chair de poule	Hühnerhaut	bn:00041102n	1.00
Schtarnawàrt [ACPA]	N	observatoire astronomique	Sternwarte	bn:03412537n	0.82
Jolla [ACPA]	N	dériveur	Jolle;Jollen	bn:01781193n	1.00
Blendhait [ACPA]	N	cécité	Blindheit	bn:00011271n	0.53
Gfader [ACPA]	N	plumage	Gefieder	bn:00033865n	0.71
Dichtemasser [OLCA67;OLCA68]	N	densimètre	Dichtemesser	bn:00026260n	1.00
Sohla [ACPA]	N	semelle	Sohle	bn:00072703n	1.00
Vermüatung [ACPA]	N	conjecture	Vermutung;Vermutungen	bn:00021869n	1.00
Sàmmet [ACPA]	N	velours	Samt	bn:00079699n	1.00
Fengerfärtigkait [ACPA]	N	dextérité	Fingerfertigkeit	bn:00064275n	0.63
Fàntasi [ACPA]	N	fantaisie	Fantasia;Phantasie;Fantasie	bn:00033644n	0.87
Bissreng [ACPA]	N	anneau de dentition	Beißring	bn:00007651n	0.71
Schüalpàuisa [ACPA]	N	récréation	Schulpause	bn:00012899n	0.82
Torfmoora [ACPA]	N	tourbière	Torfmoor	bn:00011792n	1.00
Schtrof [ACPA]	N	châtiment	Strafe	bn:00017934n	0.71
kurtzlawig [ACPA]	A	éphémère	kurzlebig	bn:00102300a	0.71
Glander [ACPA]	N	garde-fou	Geländer	bn:01940562n	1.00
Rocha [ACPA]	N	raie	Rochen	bn:00066314n	0.82
Gsàndschàft [ACPA]	N	légation	Gesandtschaft;Gesandtschaften	bn:00035833n	1.00
Unterschlàgung [ACPA]	N	détournement	Unterschlagung	bn:00025846n	0.71
Druffganger [ACPA]	N	casse-cou	Draufgänger	bn:00025223n	0.82
Rella [ACPA]	N	rainure	Rille	bn:03752187n	1.00
Zàhnfühla [ACPA]	N	carie	Zahnfäule	bn:00016077n	0.82
Drettawald [ACPA]	N	tiers-monde	Dritte-Welt-;Dritte Welt	bn:00076967n	0.87
Kehl [ACPA;WKT]	N	chou	Kohl	bn:00020612n	1.00
Màndelbàuim [ACPA]	N	amandier	Mandelbaum	bn:00002974n	1.00
Beobàchtùng [OLCA67;OLCA68]	N	observation	Beobachtung;Beobachtungen	bn:00058495n	0.82
Wohnung [ACPA]	N	appartement	Wohnungen;Wohnung	bn:00004836n	1.00
Pàrtisàn [ACPA]	N	partisan	Partisane	bn:00060812n	1.00
Unschuld [ACPA]	N	innocence	Unschuld	bn:00046829n	1.00
Meereskunda [ACPA]	N	océanographie	Meereskunde	bn:00058585n	1.00
Pirol [ACPA]	N	loriot	Pirol	bn:00040981n	1.00
Ardkojel [ACPA]	N	globe	Erdkugel	bn:00040683n	0.82
Schàllwort [ACPA]	N	onomatopée	Schallwort	bn:00059025n	0.82
Heflischkeit [ACPA]	N	civilité	Höflichkeit	bn:00019387n	0.82
Fingfühl [ACPA]	N	tact	Feingefühl	bn:00075869n	1.00
Gebalk [ACPA]	N	entablement	Gebälk	bn:00030973n	1.00
Tàschtàtür [ACPA]	N	clavier	Tastatur	bn:00049005n	1.00
angriffe [OLCA67;OLCA68]	V	attaquer	angreifen	bn:00082838v	1.00
Gurta [ACPA]	N	sangle	Gurt	bn:00074544n	1.00
Bàgger [ACPA]	N	drague	Bagger	bn:00028671n	0.82
Verbendung [ACPA]	N	association	Verbindung	bn:02823915n	0.71
balla [ACPA]	V	aboyer	bellen	bn:00083126v	1.00
Kowboischtefel [ACPA]	N	santiag	Cowboystiefel	bn:00023406n	1.00
Dùrichschnitt [OLCA67;OLCA68]	N	moyenne	Durchschnitt	bn:00007449n	0.82
Wirbelsül [ACPA]	N	colonne vertébrale	Wirbelsäule	bn:00007731n	1.00
Àuigatropfa [ACPA]	N	collyre	Augentropfen	bn:00032519n	1.00
Flacka [ACPA]	N	tache	Fleck	bn:00011438n	1.00
Ort [ACPA]	N	lieu	Örter;Ort	bn:00051803n	1.00
Sàndühra [ACPA]	N	sablier	Sanduhr	bn:00029924n	1.00
Rindfleisch [OLCA67]	N	boeuf	Rindfleisch	bn:00009544n	1.00
Gràf [ACPA]	N	comte	Grafen;Graf	bn:00023141n	0.77
Granza [ACPA]	N	limite	Grenze	bn:00051249n	1.00
Jager [ACPA]	N	chasseur	Jäger	bn:00045247n	1.00
Äntöischung [ACPA]	N	désillusion	Enttäuschung	bn:00027553n	1.00
Kunscht [ACPA]	N	art	Kunst;Künste	bn:00005927n	0.77
Kialer [ACPA]	N	radiateur	Kühler	bn:00065884n	1.00
Tàschtsenn [ACPA]	N	toucher	Tastsinn	bn:00024630n	1.00
klug [ACPA]	A	sage	klug	bn:00113905a	1.00
Seekàdätt [ACPA]	N	aspirant	Seekadett	bn:00054888n	1.00
Mùmbitz [WKT]	N	balivernes	Mumpitz	bn:00008086n	0.71
Ràuika [ACPA]	N	roquette	Rauke	bn:00006201n	1.00
ändlisch [ACPA]	ADV	enfin	endlich	bn:00114417r	0.63
Àrier [ACPA]	N	aryen	Arya;Arier	bn:00006217n	1.00
Griana [ACPA]	N	verdure	Grün	bn:00041703n	0.82
Pärgamant [ACPA]	N	parchemin	Pergament	bn:00049774n	0.82
Schirm [OLCA67;WKT]	N	parapluie	Schirm	bn:00013287n	0.71
Hunger [ACPA]	N	faim	Hunger;Hungrig	bn:01865965n	0.87
Zwenga [ACPA]	N	virole	Zwinge	bn:00020651n	1.00
Hegel [ACPA]	N	monticule	Hügel	bn:00044144n	1.00
Müsikenschtrümant [ACPA]	N	instrument de musique	Musikinstrument	bn:00046965n	0.71
Liawa [ACPA]	N	amour	Liebe	bn:00052121n	0.82
Helfszitwort [ACPA]	N	auxiliaire	Hilfszeitwort	bn:00007423n	1.00
Kussin [WKT]	N	cousine	Cousin;Cousine	bn:00023333n	0.87
Bilànz [ACPA]	N	bilan	Bilanzen;Bilanz	bn:00008060n	1.00
Sunna-n-àbblander [ACPA]	N	pare-soleil	Sonnenblende	bn:00075188n	1.00
Läxikon [ACPA]	N	dictionnaire	Lexikon	bn:00026967n	0.82
Raisenda [ACPA]	N	voyageur	Reisende	bn:00080273n	1.00
messbelliga [ACPA]	V	désapprouver	mißbilligen	bn:00086884v	1.00
Kàmmerhärr [ACPA]	N	chambellan	Kammerherr	bn:00159753n	1.00
Sàuim [ACPA]	N	ourlet	Saum	bn:00043647n	1.00
Bàuimwulla [ACPA]	N	coton	Baumwolle	bn:00023074n	0.82
Gfühl [ACPA]	N	sensation	Gefühl	bn:00001714n	1.00
Trepp [ACPA]	N	escalier	Treppe;Treppen	bn:00073851n	1.00
Schàllplàtta [ACPA]	N	disque	Schallplatte;Schallplatten	bn:00027454n	0.71
Hyschteri [ACPA]	N	hystérie	Hysterie	bn:00045659n	1.00
Pfaffermehla [ACPA]	N	moulin à poivre	Pfeffermühle	bn:00061467n	0.63
Zenka [ACPA]	N	dent	Zinke	bn:00064719n	1.00
Fàlta [ACPA]	N	pli	Falten;Falte	bn:00062757n	1.00
Gschwar [ACPA;WKT]	N	ulcère	Geschwüre;Geschwür	bn:00078879n	1.00
Hüssàngschtält [ACPA]	N	domestique	Hausangestellte	bn:03778631n	0.71
Schtàchel [ACPA]	N	aiguillon	Stachel	bn:00040845n	0.71
Regant [ACPA]	N	régent	Regent	bn:00066874n	1.00
glïcha [WKT]	V	ressembler	gleichen	bn:00092876v	1.00
Verwànda [ACPA]	N	parent	Verwandte;Verwandter	bn:00066996n	1.00
unterschtricha [ACPA]	V	souligner	unterstreichen	bn:00095362v	1.00
Wehrpflechtig [ACPA]	N	conscrit	Wehrpflichtigen	bn:00021953n	0.82
Àbgrund [ACPA]	N	abîme	Abgrund	bn:00000534n	1.00
Hubschrüwer [ACPA]	N	hélicoptère	Hubschrauber	bn:00018734n	0.71
Herold [ACPA]	N	heraut	Herolde;Herold	bn:00043772n	1.00
Komma [ACPA]	N	virgule	Komma	bn:00025705n	1.00
Bischofskercha [ACPA]	N	cathédrale	Bischofskirche	bn:00016759n	1.00
Sàft [ACPA;OLCA67;OLCA68]	N	sève	Saft	bn:00069217n	1.00
Fohrla [ACPA]	N	pin	Forle;Forlen	bn:00062475n	0.77
Jenger [ACPA]	N	disciple	Jünger	bn:00027483n	0.71
Pàss [ACPA]	N	passeport	Pässe;Pass	bn:00060925n	0.77
Kwalla [ACPA]	N	source	Quelle;Quell	bn:00072943n	0.82
Kàwel [ACPA]	N	câble	Kabel	bn:00014458n	0.82
Àdmiràl [ACPA]	N	amiral	Admiral	bn:00001439n	1.00
Ànschproch [ACPA]	N	allocution	Ansprache	bn:00002915n	1.00
Làndwert [ACPA]	N	agriculteur	Landwirte;Landwirt	bn:00033687n	1.00
Seescheff [ACPA]	N	navire	Seeschiff	bn:00071103n	0.71
Waiza [ACPA]	N	blé	Weizen	bn:00080959n	1.00
Vergreeserungsàpparàt [ACPA]	N	agrandisseur	Vergrößerungsapparat	bn:00030924n	1.00
Krànz [ACPA]	N	couronne	Kranz;Kränze	bn:01838489n	1.00
Kontoüsszug [ACPA]	N	relevé de compte	Kontoauszug	bn:00000744n	0.58
Brunna [WKT]	N	fontaine	Brunnen	bn:03592282n	1.00
Fanschterschturz [ACPA]	N	défenestration	Fenstersturz	bn:00025888n	0.82
Dromedàr [WKT]	N	dromadaire	Dromedar	bn:00005259n	1.00
Brünkohla [ACPA]	N	lignite	Braunkohle	bn:00013406n	1.00
Pokàl [ACPA]	N	coupe	Pokal	bn:00024417n	1.00
belda [ACPA]	V	former	bilden	bn:00088490v	1.00
Blüatzucker [ACPA]	N	glycémie	Blutzucker	bn:00011374n	1.00
Horn [ACPA]	N	corne	Horn	bn:00044775n	1.00
Hàselwurz [ACPA]	N	asaret	Haselwurzen	bn:00006231n	1.00
Gizkràga [ACPA]	N	grigou	Geizkragen	bn:00017976n	0.47
Schtàndort [ACPA]	N	emplacement	Standort	bn:00051760n	1.00
Frùcht [OLCA67]	N	fruit	Früchte	bn:00036686n	0.58
Pàrkühra [ACPA]	N	parcmètre	Parkuhren;Parkuhr	bn:00060700n	1.00
Küahflàda [ACPA]	N	bouse	Kuhfladen;Kuhflade	bn:00013659n	1.00
Briafmàrka [ACPA]	N	timbre	Briefmarke;Briefmarken	bn:00063768n	0.77
Vàtterschàft [ACPA]	N	paternité	Vaterschaft	bn:00033786n	0.71
Schàrfrechter [ACPA]	N	bourreau	Scharfrichter	bn:00032178n	0.82
Kwintätt [ACPA]	N	quintette	Quintett	bn:00065731n	1.00
Schteer [ACPA]	N	stère	Stère;Stere;Ster	bn:02409675n	1.00
ärfenda [ACPA]	V	inventer	erfinden	bn:00085743v	1.00
Droht [ACPA]	N	fil métallique	Draht	bn:00021675n	0.71
Verrot [ACPA]	N	trahison	Verrat;Verräter	bn:00010148n	0.82
Gmalda [ACPA]	N	peinture	Gemälde	bn:00060202n	0.71
ungràd [ACPA]	A	impair	ungerade	bn:00107732a	1.00
Hàuiptort [ACPA]	N	chef-lieu	Hauptort	bn:00606205n	1.00
Eland [ACPA]	N	misère	Elend	bn:00055292n	1.00
Grundbsetz [ACPA]	N	propriété foncière	Grundbesitz;Grundbesitzer	bn:00049877n	0.67
Àbnaigung [ACPA]	N	aversion	Abneigung	bn:00222897n	1.00
Gfleegel [ACPA]	N	volaille	Geflügel	bn:00028155n	1.00
Untertittel [ACPA]	N	sous-titre	Untertitel	bn:00074899n	1.00
Dräireedrig [ACPA]	N	tricycle	Dreiräder	bn:00078268n	1.00
Dezimäter [ACPA]	N	décimètre	Dezimeter	bn:00025709n	1.00
Gschmàcksenn [ACPA]	N	goût	Geschmackssinn;Geschmacksinn	bn:00042272n	0.67
Rotfadder [OLCA67;OLCA68]	N	rotengle	Rotfeder	bn:00068493n	1.00
Verschtäck [ACPA]	N	planque	Versteck	bn:00068794n	1.00
Richtum [ACPA]	N	richesse	Reichtum;Reichtümer	bn:00067741n	0.82
Saagaräi [ACPA]	N	scierie	Sägerei	bn:00052298n	1.00
Schlihmhütt [ACPA]	N	muqueuse	Schleimhäute;Schleimhaut	bn:00056199n	1.00
Pfengschta [ACPA]	N	pentecôte	Pfingsten	bn:00081130n	0.82
Fliagposcht [ACPA]	N	poste aérienne	Flugpost	bn:00002300n	0.82
Putzfràui [ACPA]	N	femme de ménage	Putzfrau	bn:00017739n	0.82
Schpetzer [ACPA]	N	loulou	Spitz	bn:00073462n	1.00
Ärrennerung [ACPA]	N	souvenir	Erinnerung	bn:00054289n	1.00
Wàsserpflànza [ACPA]	N	plante aquatique	Wasserpflanze;Wasserpflanzen	bn:00005219n	1.00
Ruckzug [ACPA]	N	repli	Rückzug	bn:00027555n	0.82
Gàmàscha [ACPA]	N	guêtres	Kamaschen;Gamaschen;Gamasche;Kamasche	bn:00037033n	1.00
Verrankung [ACPA]	N	luxation	Verrenkung	bn:00052397n	1.00
Üssverkàuif [ACPA]	N	soldes	Ausverkauf	bn:00019666n	1.00
Hochzittsfascht [ACPA]	N	noces	Hochzeitsfest	bn:01976457n	0.71
Kenschtler [ACPA]	N	artiste	Künstler	bn:00006182n	1.00
Gröb [ACPA]	N	fosse	Gräben;Grube;Graben	bn:00063123n	0.71
Füassvolk [ACPA]	N	piétaille	Fußvolk;Fussvolk	bn:00035685n	0.61
uffrechtig [ACPA]	A	sincère	aufrichtige;aufrichtigen	bn:00110658a	1.00
Hàuiptwort [ACPA]	N	substantif	Hauptwort	bn:00058188n	0.71
Gràd [ACPA]	N	grade	Grad	bn:03805878n	1.00
Lieb [ACPA]	N	amour	Liebe	bn:00052121n	0.82
Ursàch [ACPA]	N	cause	Ursache	bn:00016850n	1.00
Ernährung [OLCA67;OLCA68]	N	nutrition	Ernährung	bn:00002745n	0.50
Basis [ACPA]	N	infrastructure	Basis	bn:00008794n	0.71
Säkta [ACPA]	N	secte	Sekten;Sekte	bn:00067046n	0.87
Zenit [OLCA67;OLCA68]	N	zénith	Zenit	bn:00082021n	1.00
Heftpflàschter [OLCA67;OLCA68]	N	sparadrap	Heftpflaster	bn:00001369n	1.00
Üssanàndersätzung [ACPA]	N	altercation	Auseinandersetzung	bn:00001789n	0.71
Gnu [ACPA]	N	gnou	Gnou;Gnu	bn:00040831n	1.00
Fàhrzig [ACPA]	N	véhicule	Fahrzeug;Fahrzeuge	bn:00079675n	1.00
Indiàner [WKT]	N	indien	Indianer	bn:00003418n	0.82
Märtel [ACPA]	N	mortier	Mörtel	bn:00055944n	1.00
Chance [OLCA67;OLCA68]	N	chance	Chance	bn:00017622n	0.71
Üsslegung [ACPA]	N	interprétation	Auslegung	bn:00047196n	1.00
Àuiga-n-enzendung [ACPA]	N	ophtalmie	Augenentzündung	bn:00059159n	1.00
Globüs [ACPA]	N	globe	Globus	bn:00040683n	0.82
Arena [ACPA]	N	arène	Arena	bn:00005532n	0.82
Sosa [ACPA]	N	sauce	Soße;Soß;Sosse	bn:00069350n	1.00
Schtàchelschwihn [ACPA]	N	porc-épic	Stachelschweine;Stachelschwein	bn:00043515n	1.00
Unterscheed [ACPA]	N	distinction	Unterschied	bn:00022249n	0.82
Isa-n-endüschtri [ACPA]	N	sidérurgie	Eisenindustrie	bn:04073671n	0.71
Milàn [OLCA67;OLCA68]	N	milan	Milan;Milano	bn:00054924n	0.82
Wàhlzeetel [ACPA]	N	bulletin vote	Wahlzettel	bn:00008198n	0.45
Kält [ACPA]	N	celte	Kelte;Kelt;Kelten;Celt	bn:00017070n	1.00
Ufferschtehung [ACPA]	N	résurrection	Auferstehung	bn:00018809n	0.82
Liachtturm [ACPA]	N	phare	Leuchtturm;Leuchttürme	bn:00009288n	0.77
Züatàt [ACPA]	N	ingrédient	Zutaten;Zutat	bn:00034946n	1.00
Labküacha [ACPA]	N	pain d'épices	Lebkuchen	bn:00040503n	0.82
Mimosa [OLCA67;OLCA68]	N	mimosa	Mimosen;Mimosa	bn:00055090n	1.00
Verkältung [ACPA]	N	rhume	Verkältung	bn:00020534n	0.82
Jübileum [ACPA]	N	jubilé	Jubiläum	bn:00048476n	1.00
Breschtung [ACPA]	N	balustrade	Brüstung	bn:03977556n	0.71
Wurmmettel [ACPA]	N	vermifuge	Wurmmittel	bn:00004525n	1.00
Veranderung [ACPA]	N	modification	Veränderung	bn:00001410n	1.00
Protäschtànt [ACPA]	N	protestant	Protestanten;Protestant	bn:00064869n	1.00
Frequanz [ACPA]	N	fréquence	Frequenzen;Frequenz	bn:00036471n	0.87
saaga [ACPA]	V	scier	sägen	bn:00093285v	1.00
Karnschpàltung [ACPA]	N	fission	Kernspaltung	bn:00034879n	1.00
Begonia [OLCA67;OLCA68]	N	bégonia	Begonien;Begonie	bn:00009637n	1.00
Menz [ACPA]	N	menthe	Minze;Minzen	bn:00038676n	1.00
Hoornoodlakurwa [ACPA]	N	virage en épingle à cheveux	Haarnadelkurve;Haarnadelkurven	bn:00042557n	0.87
Knicks [ACPA]	N	révérence	Knicks	bn:00024545n	1.00
Froschtschutzmettel [ACPA]	N	antigel	Frostschutzmittel	bn:00004663n	1.00
Schàchbratt [ACPA]	N	échiquier	Schachbrett	bn:00018198n	1.00
Verfihlfaltigungsàpparàt [ACPA]	N	duplicateur	Vervielfältigungsapparat	bn:00022486n	1.00
Kàfereeschter [ACPA]	N	torréfacteur	Kaffeerösterei	bn:02158043n	1.00
Üràn [ACPA]	N	uranium	Uran-238;Uran;Uran-235	bn:00006924n	1.00
Würz [OLCA67;OLCA68]	N	moût	Würze	bn:00081659n	1.00
Kirmes [ACPA]	N	kermesse	Kirmes;Kermesse	bn:03774867n	1.00
Reitzel [ACPA]	N	balançoire	Rytiseili	bn:03470439n	0.82
Kàlbfleisch [OLCA67;OLCA68]	N	veau	Kalbfleisch	bn:00079649n	1.00
Frendschàft [ACPA]	N	amitié	Freundschaft;Freundschaften	bn:00036545n	0.58
Muha [ACPA]	N	mugissement	Muhen	bn:00055805n	1.00
Summerferia [ACPA]	N	vacances d'été	Sommerferien	bn:01348830n	0.82
Bànd [ACPA]	N	ligament	Band;Bänder	bn:00051097n	1.00
Regimant [ACPA]	N	régiment	Regiment	bn:00066880n	1.00
Bloosa [ACPA]	N	souffle	Blasen	bn:00002216n	0.53
Entscheidung [OLCA67;OLCA68]	N	décision	Entscheidung	bn:00021590n	1.00
Boiholz [ACPA]	N	bois de construction	Bauholz	bn:00052293n	0.71
Bschlàgnàhm [ACPA]	N	saisie	Beschlagnahme	bn:00015774n	1.00
Enfàntrescht [ACPA]	N	fantassin	Infanteristen;Infanterist	bn:00035699n	0.82
Hälmbàrta [ACPA]	N	hallebarde	Helmbarte;Halmbarte	bn:00042587n	1.00
Làndwertschàft [ACPA]	N	agriculture	Landwirtschaft	bn:00002096n	0.63
Redner [ACPA]	N	orateur	Redner	bn:00059275n	0.82
bschlàgnamma [ACPA]	V	confisquer	beschlagnahmen	bn:00082897v	1.00
Verfolgung [ACPA]	N	suivi	Verfolgung	bn:03864535n	1.00
Plüràl [ACPA]	N	pluriel	Plural	bn:00063102n	1.00
Heiligschprechung [ACPA]	N	canonisation	Heiligsprechung	bn:00015328n	0.82
Oschterhààs [ACPA]	N	lièvre de pâques	Osterhase	bn:03241011n	0.82
Nàchtassa [ACPA]	N	dîner	Nachtessen	bn:00027206n	1.00
Urkunda [ACPA]	N	acte	Urkunde	bn:00025804n	0.71
zeviel [OLCA67;OLCA68]	ADV	trop	zu viel	bn:00116511r	1.00
Otodeera [ACPA]	N	portière	Autotür	bn:00015793n	1.00
Krom [ACPA]	N	chrome	Chrom	bn:00006854n	1.00
sehr [ACPA;WKT]	ADV	très	sehr	bn:00116789r	1.00
Ruckfàll [ACPA]	N	rechute	Rückfall	bn:00007820n	0.63
Schallatremmala [ACPA]	N	tambourin	Schellentrommel	bn:00076001n	1.00
Làngwihla [ACPA]	N	ennui	Langweilig;Langeweile;Langweile	bn:00012232n	1.00
Bülldozer [WKT]	N	bulldozer	Bulldozer	bn:00013806n	1.00
Kontrolla [ACPA]	N	contrôle	Kontrolle	bn:00022284n	1.00
Schläppkàhn [ACPA]	N	barge	Schleppkahn	bn:00008576n	1.00
Ifluss [ACPA]	N	influence	Einfluss	bn:00046695n	1.00
Zittwort [ACPA]	N	verbe	Zeitwort	bn:00079778n	1.00
Verschtorbene [ACPA]	N	défunt	Verstorbene;Verstorbenen	bn:00025523n	0.87
Schwàrt [ACPA]	N	épée	Schwerter;Schwert	bn:00011081n	1.00
Sàffiàn [ACPA]	N	maroquin	Saffian	bn:00320477n	1.00
kronisch [ACPA]	A	chronique	chronischen	bn:00099667a	1.00
Kwallawàsser [ACPA]	N	eau de source	Quellwasser	bn:00036077n	0.63
Lesung [ACPA]	N	dissolution	Lösung	bn:00027735n	1.00
Fagfihr [ACPA]	N	purgatoire	Fegfeuer;Fegefeuer	bn:00065285n	1.00
Viarzehnt [ACPA]	N	quatorzième	Vierzehnte	bn:00036108n	1.00
Oper [ACPA]	N	opéra	Oper	bn:00059109n	1.00
Bàdmàntel [ACPA]	N	peignoir	Bademantel	bn:00009019n	0.82
Pàpliotta [ACPA]	N	papillote	Papillote	bn:03917802n	1.00
Firniss [ACPA]	N	vernis	Firnis	bn:00079613n	0.71
Fräsmàschena [ACPA]	N	fraiseuse	Fräsmaschine	bn:00055036n	1.00
Meer [ACPA;OLCA67;OLCA68;WKT]	N	mer	Meer	bn:00069946n	0.82
Errafiarung [ACPA]	N	mystification	Irreführung	bn:00056666n	0.71
Unterschtetzung [ACPA]	N	appui	Unterstützung	bn:00075331n	1.00
Gwerz [ACPA]	N	condiment	Gewürz;Gewürze	bn:00021643n	0.87
Verluscht [ACPA]	N	perte	Verlust	bn:00052050n	1.00
Durchbruch [ACPA]	N	percée	Durchbruch	bn:00012940n	1.00
Kopfweh [OLCA67;OLCA68]	N	mal de tête	Kopfweh	bn:00017236n	1.00
Brochlànd [ACPA]	N	jachère	Brachland	bn:00032828n	1.00
Schtàdtboi [ACPA]	N	urbanisme	Stadtbau;Städtebau	bn:03286724n	1.00
Vandala [WKT]	N	vandale	Vandale	bn:00079546n	1.00
Àposchtel [ACPA]	N	apôtre	Apostel	bn:02521455n	1.00
Schribtesch [ACPA]	N	bureau	Schreibtisch	bn:00026554n	1.00
lokàl [OLCA67;OLCA68]	A	local	lokal	bn:00106109a	1.00
Fàng [ACPA]	N	prise	Fang	bn:00161293n	0.82
Verfàssung [ACPA]	N	constitution	Verfassungen;Verfassung	bn:00022054n	0.87
Flechtleng [ACPA]	N	réfugié	Flüchtling;Flüchtlinge	bn:00066857n	1.00
àndülie [ACPA]	N	andouille	Andouille	bn:02604816n	1.00
Draijkritz [ACPA]	N	tourniquet	Drehkreuz;Drehkreuze	bn:00078692n	0.82
Gwetterwulka [ACPA]	N	cumulonimbus	Gewitterwolke	bn:00024393n	0.82
Herbscht [OLCA67;OLCA68]	N	automne	Herbst	bn:00007406n	1.00
Hàlbwacksig [ACPA]	N	adolescent	Halbwüchsige	bn:00001480n	1.00
Moka [OLCA67;OLCA68]	N	moka	Mokka	bn:00055423n	1.00
